ID,Comment,Likes Count,Comment Timestamp,postTitle,Comment URL,Post URL,Annot 1,Annot 2,Annot 3,Final Annotation,Source,,
01JHE0NPVR9YHKK3NMKPHBC9TT,Albin Kurti,3,2025-01-12 19:43:23+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=1223568589177366,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE0SYKGM9JZ34F0YB8K3PB3,krejt  hajnat  hajneshat  padalim  partije  zoti  ikolt  me  tpok veq   premtime  dhe  mashtrime  kan  dhan  poplli  sko  buk  me  hanger  ahajnat  hajneshat  padalim   partije krejt  milionera  jan  bo  me  mastrime  dhe  korupcijon  dhe  zvatje  ishalla  jumer  krejt  specijaljja  ne  hag  dhe  ikalzoni  ku  eljat  milionat  dhe  miliordat  ,0,2025-01-12 19:45:42+00:00,"Hamza: Ju siguroj që me mua si kryeministër, Kosova do të jetë më e zhvilluar",https://www.facebook.com/Kanal10.live/posts/1028628052640665?comment_id=921787033471875,https://www.facebook.com/Kanal10.live/posts/pfbid02UuaneC3k8jrCe83DoVc573GdaNbfMKSSZs4kPRzsP3YyquxkTpaRKkYD5oezMD7Kl,,0,,0,KANAL_10,,
01JHE0T6DGQEDQWPEX6TCME0SG,Perse nuk e pyesnit Ameriken kur fitonit miljona e miljona nga tenderat pastaj tokat dhe nentokat terminalet doganore kompani private pallate shum kateshe ?,0,2025-01-12 19:45:50+00:00,Hamza flet për riparimin e marrëdhënieve me SHBA-në dhe BE-në,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid028ehfJMtWQt2P2ZLfVipD88pZoTW9Wt3nCddswNYvTja21yxfrqKfXs98m7KKNcnfl?comment_id=1602894200313536,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid028prfbWAFEU4zpVKuJhaEzpUGUs2BHtTTv2Qp4jTfs52E76ZRXhon4KeUUY9JwLjil,,0,,0,INDEKS_ONLINE,,
01JHE0V4P8QYBHSCHE5EZZF88X,Ona myt ju serbo ruset anti shiptar radojsho vuqkat,0,2025-01-12 19:46:21+00:00,"Azdren Shala: VV në pushtet për çdo muaj e ka nga një afer korruptive

#kanal10",https://www.facebook.com/Kanal10.live/videos/1116454579766248/?comment_id=907057781631594,https://www.facebook.com/Kanal10.live/videos/1116454579766248/,,0,,0,KANAL_10,,
01JHE0WAS01VQT951ZTGJ7NVM1,O besnik 9 shkurt 02% te shpija,2,2025-01-12 19:47:00+00:00,"""9 shkurti nuk është ditë e zakonshme, madje as zgjedhje të zakonshme.""",https://www.facebook.com/nacionalecom/posts/pfbid0Z4wSynC2wRwPgFmZk5Pd2HiswAg8fhtcagzvkV7zS3VasA4ZboP9oBpq7LnB16Brl?comment_id=1998883103950423,https://www.facebook.com/nacionalecom/posts/pfbid0Z4wSynC2wRwPgFmZk5Pd2HiswAg8fhtcagzvkV7zS3VasA4ZboP9oBpq7LnB16Brl,,0,,0,NACIONALE,,
01JHE10MF8B9CNQQJAWM8BPTVJ,Ashte marre me votu Vetvendosjen!,11,2025-01-12 19:49:21+00:00,Kurti e heq nga Facebook-u postimin për Trepçën,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl?comment_id=1287804832528429,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl,,0,,0,NACIONALE,,
01JHE119YR0EHNY3YSHQCR513A,Partia familjare... pragu...,0,2025-01-12 19:49:43+00:00,Gashi: Fushata AAK-Nisma ishte mjaft e furishme në Prishtinë,https://www.facebook.com/Kanal10.live/posts/pfbid02oyzUhtYh8EBuGioe25aYg4wEwycgs2nVh5Ln2WTR5y4FHhf3iG3F4QW2FXiSqcPql?comment_id=1992363301264676,https://www.facebook.com/Kanal10.live/posts/pfbid02ogBxSPFE81kKurB2kMmajtP4BqHqBDaWMcPQTNThncAbBBerAks2CKXnM4XtXf3Jl,,0,,0,KANAL_10,,
01JHE1D1Y0T3F5N62X8R33P80N,PDK - 131 - URIME E SUKSESE,1,2025-01-12 19:56:08+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=1057421346158948,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,1,,1,DEBAT_PLUS,,
01JHE1HX6RKN7ZK091YGPA57HY,"Ma shum se LDK ja ka pas 
❤️137❤️137❤️137❤️",1,2025-01-12 19:58:47+00:00,"Haradinaj, ka thënë se nuk ka dëshmi më të mirë për Kosovën Fituese se sa tubimi sot në Prishtinë",https://www.facebook.com/IndeksonlineOfficial/posts/pfbid0u55XwxNzrJRufN7x5gwFJixWzbKLn68yDcDdNNAT4axFD2qqHk3SVUrPNFHX3CyKl?comment_id=546912691679564,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid02xnsjAGH6WvLZ3xvaGsWfB9k8vDmmcm91XEBpfnBpqLXx6wXEwNz4McNkoXnXFN3wl,,0,,0,INDEKS_ONLINE,,
01JHE26N8RKJTXEPFH7BWDEYA5,Veriun na ka fal rankoviqi,0,2025-01-12 20:10:07+00:00,"“Partia Demokratike e Kosovës e ka rikthyer pulsin, e po rikthehet si forca kryesore politike në vend”",https://www.facebook.com/IndeksonlineOfficial/posts/pfbid0Qg5fsXDr7FGfRYabaG1JLomCQAAt43nqr5SNQV38mCk1R9pA9nxNz5x5D5qnW6yQl?comment_id=1331787564626125,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid02UPss5q7wmz7ti342pGyGJpKz3XpyvzYJc7ZpChFveBmH6uFkDEEkm4nrCYpMSG3Ml,,0,,0,INDEKS_ONLINE,,
01JHE2CNN0JRB86SCEGNBJNJDT,Ka harru qe sjav ka bo pagesat hale Minatorve hahahahahahahha,8,2025-01-12 20:13:24+00:00,Kurti e heq nga Facebook-u postimin për Trepçën,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl?comment_id=594537883188776,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl,,0,,0,NACIONALE,,
01JHE2ETZRY07XZGWGNV2FDX0P,Nuk fitohen zgjedhjet me nipin e Shefqetit,0,2025-01-12 20:14:35+00:00,"Memli Krasniqi në Ferizaj: PDK e ka rikthyer pulsin, votoni 131 dhe Bedri Hamzën për kryeministër /DETAJET",https://www.facebook.com/Kanal10.live/posts/pfbid0iwJvFxkrXPVw15NVx6WN3qk9ccM75jSxvoPQFp872qUNDXh8MqFbyy5vNxL8f2sKl?comment_id=575730352041654,https://www.facebook.com/Kanal10.live/posts/pfbid0idWPzTTPX8gPCYEr3WjuTPk2mHPnKxzeYkNFrwRXfNVr23ig8zGePASR4erENu3Dl,,0,,0,KANAL_10,,
01JHE2JAA8A1TPKW29MTNSWXRB,Kush Ren mashum Albini kush fiton. Hamza 33 LDK 23 VV 17 Çau mista Bini shko trego masalle në Osllo,1,2025-01-12 20:16:29+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=597645312911469,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE2WHF0K5MWAMREPXRG57R6,Albin kurti,1,2025-01-12 20:22:04+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=1143173177817607,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE32HV8R2607N46F6DX1N4T,Bojleri e filteri kokan bo bashk ,0,2025-01-12 20:25:21+00:00,Pamje nga tubimi masiv i koalicionit AAK-NISMA në Prishtinë!,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid02X3D8r5gpj2qF4YRvk7AtmhZ8xMdnPiw58VZbEQtZBexMYEdVbqdeEgW2tXKHexHgl?comment_id=28090010380644241,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid02WjQcaaPMisFLH5N7uJoiQpWhrq9P5jxtD2k2XW19jp3hHRXBBNbsPSBnzGcNwj1vl,,0,,0,INDEKS_ONLINE,,
01JHE35AQ0ZDC9XCZB3ZHZ0MVD,ALBIN KURTI,8,2025-01-12 20:26:52+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=554596134232280,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE3ACTGK1C9FQXNNSSC3JYZ,https://nacionale.com/politike/opozita-shpalos-projekte-qindra-milioneshe-nga-vv-ja-ndan-votuesit-ne-te-ndershem-dhe-te-pandershem,0,2025-01-12 20:29:38+00:00,"Opozita shpalos projekte qindra milionëshe – nga VV-ja 'ndajnë' votuesit në ""të ndershëm"" dhe ""të pandershëm""

Lajmi në koment",https://www.facebook.com/nacionalecom/posts/pfbid09bXUwKfXtJj8b1ue3RxYYbeMnBaCEkapRXuzfPwtiJ4h89jR4Gwu3PMmWZhkfwECl?comment_id=980614270584884,https://www.facebook.com/nacionalecom/posts/pfbid02D9AfrVHtjS2e5nt5qiDbEoCjpb6qK9MWgY8W33gRkZcTk3GySA8W1313RrKC3Z4Jl,,0,,0,NACIONALE,,
01JHE3HW2RTDM8M5PX2J70GWFC,"Qy ky psikopati zagar i SErrbis Lirimqiqi leshi fytren e thiut te eger,nese dikush eshte antikomebtare o lesh je ti njeri nga ata!",53,2025-01-12 20:33:43+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=3749497375360621,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,2,,2,DEBAT_PLUS,,
01JHE3JTBGJK4T65Y9QV5KQAS5,"Tha Gjakova vendlindja e Radojçiqit  o shkavell. I paftyr, o berllog.",6,2025-01-12 20:34:14+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=1004120058440055,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,2,,2,DEBAT_PLUS,,
01JHE3K0705Z0G82NW62SN8BDQ,Ky mute ramabaja e ka gjakun e shkaut nuk di pse e pranoni me ber debat,4,2025-01-12 20:34:20+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=1361312374862063,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,2,,2,DEBAT_PLUS,,
01JHE3KHSGE04E5N78VK7VRQGC,Qe ka dhien ky me trurin e vetë të prishtë ma zuzar e zagar se ky ska qen dhe pjell e shkaut,9,2025-01-12 20:34:38+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=1273380837284020,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,2,,2,DEBAT_PLUS,,
01JHE3TGEG43NDMTC3KG2VSBMS,O qetnik je o lirimoviq more rrugaq se Ermal padurin duhet me denue si po fton un debat turli klloshari un debat plus  ty te vyejn mafia e sami lushtakut RESPEKT PER QEVERIN KURTI EDHE VV E JU LEHNI SI ZAGART ENDACAK,21,2025-01-12 20:38:26+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=626179860356015,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,2,,2,DEBAT_PLUS,,
01JHE3Y7K0KCDQGHV6AN3606TZ,Vvvvv,0,2025-01-12 20:40:28+00:00,"""Nga java e parë e Qeverisë së LDK-së gjithë puntorëve të shtetit do t'ua rrisim pagat..."", Abdixhiku e ""dridhë"" Kaçanikun",https://www.facebook.com/IndeksonlineOfficial/videos/1112716360150664/?comment_id=1320390669408631,https://www.facebook.com/IndeksonlineOfficial/videos/1112716360150664/,,0,,0,INDEKS_ONLINE,,
01JHE4414G6ZMNW9QY8N3S9GT5,Birro birro,0,2025-01-12 20:43:38+00:00,"""9 shkurti nuk është ditë e zakonshme, madje as zgjedhje të zakonshme.""",https://www.facebook.com/nacionalecom/posts/pfbid0Z4wSynC2wRwPgFmZk5Pd2HiswAg8fhtcagzvkV7zS3VasA4ZboP9oBpq7LnB16Brl?comment_id=619259053930146,https://www.facebook.com/nacionalecom/posts/pfbid0Z4wSynC2wRwPgFmZk5Pd2HiswAg8fhtcagzvkV7zS3VasA4ZboP9oBpq7LnB16Brl,,0,,0,NACIONALE,,
01JHE464GR36W04YJ7BD9WQC97,https://nacionale.com/live/citaku-per-lojen-e-bukur-te-barcelones-e-fushaten-me-shume-njerez-te-pdk-se-kur-ta-don-ta-don,0,2025-01-12 20:44:47+00:00,"Çitaku për lojën e bukur të Barcelonës e fushatën me shumë njerëz të PDK-së: Kur ta don, ta don

Lajmi në koment",https://www.facebook.com/nacionalecom/posts/pfbid0y9jh3uFWnaSGjn6E9tPoypNKWU1FXEvGqZxmKpvJaWPd9YMGoL61Y6WMKDzhmrQ3l?comment_id=1116143940059050,https://www.facebook.com/nacionalecom/posts/pfbid0y9jh3uFWnaSGjn6E9tPoypNKWU1FXEvGqZxmKpvJaWPd9YMGoL61Y6WMKDzhmrQ3l,,0,,0,NACIONALE,,
01JHE465G0EPP3DN89M0QHDFR2,LDK124,5,2025-01-12 20:44:48+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=490580724058546,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE4BT58S0Q54VGKPFK1THJ8,Prontoooo,0,2025-01-12 20:47:53+00:00,"Çitaku për lojën e bukur të Barcelonës e fushatën me shumë njerëz të PDK-së: Kur ta don, ta don

Lajmi në koment",https://www.facebook.com/nacionalecom/posts/pfbid0y9jh3uFWnaSGjn6E9tPoypNKWU1FXEvGqZxmKpvJaWPd9YMGoL61Y6WMKDzhmrQ3l?comment_id=1120425323073556,https://www.facebook.com/nacionalecom/posts/pfbid0y9jh3uFWnaSGjn6E9tPoypNKWU1FXEvGqZxmKpvJaWPd9YMGoL61Y6WMKDzhmrQ3l,,0,,0,NACIONALE,,
01JHE4DFW0CDBRTRTZ8HJE15GN,"Po nuk besoj se ka minator që e do Albini, apo i kanë thënë dil e jepja një guri se të bëjmë drejtor, por ky përson i paska tradhëtuar shokët…",4,2025-01-12 20:48:48+00:00,Kurti e heq nga Facebook-u postimin për Trepçën,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl?comment_id=1656497678621746,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl,,0,,0,NACIONALE,,
01JHE4E6AR36JWG47TF29C73PT,Nuk po na vyn shum me kan edhe serioz  po po na vyn guximtar dhe me qen patriot qe lufton Cep Më Cep per vend,0,2025-01-12 20:49:11+00:00,Xani: Bedri Hamza është ndër kandidatët më serioz për kryeministër ,https://www.facebook.com/Kanal10.live/posts/pfbid0BAHDUyVMCSUzArqdrfJcHLyYdXsyrrDqajZBc8BPm7d67KY9XMeTRSQA8w2LrfLfl?comment_id=1133335531475712,https://www.facebook.com/Kanal10.live/posts/pfbid0BLSDn7m623PX2hNLYsuccM1e3fpeZtKcpXYHKiVnXC3QyKAvcYKjEVr53aqsJTGml,,0,,0,KANAL_10,,
01JHE4GRBRXRW3FW016E5FSB4T,Me mer zotit ky legjend ko me ju kall zemren me 9 shkurt,13,2025-01-12 20:50:35+00:00,"‘Kurti ju thotë zuzᶏrë opozitës’, Panduri “i kërkon llogari” Ramabajës, ndërhyn Mehmetaj: Ky i ka thanë Thaçit, fᶏtkeqësi kombëtare: ”Ndalu Lirim..”",https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/?comment_id=949003286789955,https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/,,0,,0,DEBAT_PLUS,,
01JHE4KWYGJSPWJ8CM4N9VRVDR,Ka me u dridhe toka me 9 (Sh)Kurt skeni me  harru kete date,4,2025-01-12 20:52:18+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=568401069500562,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,0,,0,DEBAT_PLUS,,
01JHE4T640JTG6M1CVY01AJ2TV,Ti Ermal je tu i thir kundershtart e VV shum kjar po shifet qa kemi me pa ktu,4,2025-01-12 20:55:44+00:00,"‘Kurti ju thotë zuzᶏrë opozitës’, Panduri “i kërkon llogari” Ramabajës, ndërhyn Mehmetaj: Ky i ka thanë Thaçit, fᶏtkeqësi kombëtare: ”Ndalu Lirim..”",https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/?comment_id=987806350067460,https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/,,0,,0,DEBAT_PLUS,,
01JHE4TXJ0M1PJVQHSJ4ZJZJN3,Në realitet kryetari...,0,2025-01-12 20:56:08+00:00,"Kandidat i PDK-së për kryeministër tregon pikat kryesore të programit të tij: Kosova mundet më mirë, unë e mbaj fjalën",https://www.facebook.com/nacionalevideosofficial/videos/620198490379524/?comment_id=4027179904276381,https://www.facebook.com/nacionalevideosofficial/videos/620198490379524/,,0,,0,NACIONALE,,
01JHE54TY8GQJPRCA2K3C692XQ,Debat Plusi eshte ba per te ardhur keq turp turli llaskuci si shoqi i Visar mutit e Lirimit qenefit.,2,2025-01-12 21:01:33+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=937690695007655,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,2,,2,DEBAT_PLUS,,
01JHE57DYGPCDZQY50X3WCMDTN,AAK 137✅,0,2025-01-12 21:02:58+00:00,"Haradinaj, ka thënë se nuk ka dëshmi më të mirë për Kosovën Fituese se sa tubimi sot në Prishtinë",https://www.facebook.com/IndeksonlineOfficial/posts/pfbid0u55XwxNzrJRufN7x5gwFJixWzbKLn68yDcDdNNAT4axFD2qqHk3SVUrPNFHX3CyKl?comment_id=1178447780365353,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid02xnsjAGH6WvLZ3xvaGsWfB9k8vDmmcm91XEBpfnBpqLXx6wXEwNz4McNkoXnXFN3wl,,0,,0,INDEKS_ONLINE,,
01JHE594MGDETA4HF49P1K6A9Q,Kjo fushat e kti banalisti shkon ne favor per  vv,6,2025-01-12 21:03:54+00:00,"""DJEMTË E ASFALTIT i kam të vendosur në dhomë""/ Lirim Mehmetaj: VV për vlera të UÇK-së nuk shkon në Gjakovë",https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/?comment_id=8374425575991545,https://www.facebook.com/dukagjinidebatplus/videos/1141410570706379/,,0,,0,DEBAT_PLUS,,
01JHE5EFH8V3D6DS7ZGZH4V6BK,Dr. Albin Kutri vazhdon me Qeverisjen Smart per dekada ,3,2025-01-12 21:06:49+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=952745036390582,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE5YG7GTYYRPVWBEZKYNZZ6,Dilni more hiqni Autobusat nga rruga se keni blloku Prishtinen me Autobusa nga Deqani e Malisheva!keni ardh ne Prishtin po asnj qytetar nga Prishtina nuk asht atu,0,2025-01-12 21:15:34+00:00,Ramush Haradinaj dhe Fatmir Limaj me tubim madhështorë sot në kryeqytet ,https://www.facebook.com/IndeksonlineOfficial/videos/1292427031982774/?comment_id=1345132449803482,https://www.facebook.com/IndeksonlineOfficial/videos/1292427031982774/,,0,,0,INDEKS_ONLINE,,
01JHE60YBGYGYK913MXXAVYH21,Thuni Visarit kah po del breee ki met si zagar kush të thirr me leh ka 20 euro,10,2025-01-12 21:16:54+00:00,"‘Kurti ju thotë zuzᶏrë opozitës’, Panduri “i kërkon llogari” Ramabajës, ndërhyn Mehmetaj: Ky i ka thanë Thaçit, fᶏtkeqësi kombëtare: ”Ndalu Lirim..”",https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/?comment_id=1131811557886618,https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/,,2,,2,DEBAT_PLUS,,
01JHE67R48YKWV592H8NDDAX43,Kush voton per ty veq ata qe jan budall  si ti  se cilli e din historin  tanr turp.,0,2025-01-12 21:20:37+00:00,Kandidati për kryeministër,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid0RmKAWsDMdh6mXdJTxcoeSWXRkrTPATBCBPNhAVkh3WMu64TtMYXUdem6hH214QTEl?comment_id=917095943828831,https://www.facebook.com/IndeksonlineOfficial/posts/pfbid02VV7MjB7TJYqJhpwA28FULEUCTaxcebDLWf5myC78FdnwB8J4avWC7PAzuSi7Qqxil,,2,,2,INDEKS_ONLINE,,
01JHE67V20QX05KDKHNVYE8TNG,VV-ja po fiton,0,2025-01-12 21:20:40+00:00,"LIVE/ ""DRIDHEN"" SALLAT NË FUSHATË/ KUSH I FITON ZGJEDHJET? - Debat Plus me Ermal Pandurin",https://www.facebook.com/dukagjinidebatplus/posts/pfbid0ngXcf4vb413SyDWMrmyoF8qouQgqWa2N2Wbk6PYQGweKHRch6tGqYZpN5BQkAHzxl?comment_id=1109998987090493,https://www.facebook.com/dukagjinidebatplus/posts/1027687032726901,,0,,0,DEBAT_PLUS,,
01JHE67XZR8XA0MH9C2DK4WM99,E paske fitue nje sendviq debiloooo.,3,2025-01-12 21:20:43+00:00,"Tubimi i AAK-së, Demhasaj i ashpër: Albin “mashtruesi” e mori goditjen e parë ",https://www.facebook.com/Kanal10.live/posts/pfbid02cbvgUCZwu3DZv98Tx16usyJtY4TBKoUk1VHzvwLCMVBSYgWH4GDCXcasuXYq8JoSl?comment_id=585109001179974,https://www.facebook.com/Kanal10.live/posts/pfbid02cn5gmLqgiUpt34QroZDPbCWmf6cvKQ8C5cA7u42a3TTUhA4eVozVnrMnmK2v2zABl,,2,,2,KANAL_10,,
01JHE69BWGKMX9P2VEC5BFVRA7,Ah qeni si asht ky qenef!,2,2025-01-12 21:21:30+00:00,Kurti e heq nga Facebook-u postimin për Trepçën,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl?comment_id=1010661674229707,https://www.facebook.com/nacionalecom/posts/pfbid02zoWiJRFhY4BMoxJ9aX6uMAnCK8xa1pjvsPp7jPuP8AKkxEK6qZCzkCnhG6tN39JNl,,2,,2,NACIONALE,,
01JHE6E56RN2QCCF7779XSEWTR,Respekt  LIRIM YMER  GASHI KABASHI,1,2025-01-12 21:24:07+00:00,"‘Kurti ju thotë zuzᶏrë opozitës’, Panduri “i kërkon llogari” Ramabajës, ndërhyn Mehmetaj: Ky i ka thanë Thaçit, fᶏtkeqësi kombëtare: ”Ndalu Lirim..”",https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/?comment_id=1806225493511365,https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/,,1,,1,DEBAT_PLUS,,
01JHE6QD3GD0AS3E6XMQV2RMPC,Bojkoti i vv ndaj tv dukagjini është  shumë  i drejt,19,2025-01-12 21:29:10+00:00,"“Nuk ka puls fushata e VV-së, Gjesti ka lanë fjalë…”, “118 me pas’ pulsin, të lëshon zemra” Gashi i ashpër: Shpinë e vet vazhdojnë me vjedhë në Kosovë",https://www.facebook.com/dukagjinidebatplus/videos/1791044631644392/?comment_id=832008252333097,https://www.facebook.com/dukagjinidebatplus/videos/1791044631644392/,,1,,1,DEBAT_PLUS,,
01JHE6VEZRB7Z8NRBKPTHMRTWE,Me e rrezikshme eshte goditja e fundit,0,2025-01-12 21:31:23+00:00,"Tubimi i AAK-së, Demhasaj i ashpër: Albin “mashtruesi” e mori goditjen e parë ",https://www.facebook.com/Kanal10.live/posts/pfbid02cbvgUCZwu3DZv98Tx16usyJtY4TBKoUk1VHzvwLCMVBSYgWH4GDCXcasuXYq8JoSl?comment_id=1548567265847724,https://www.facebook.com/Kanal10.live/posts/pfbid02cn5gmLqgiUpt34QroZDPbCWmf6cvKQ8C5cA7u42a3TTUhA4eVozVnrMnmK2v2zABl,,0,,0,KANAL_10,,
01JHE6WN2G02H1Z7R0ZCDRK13K,Po aj .p familje osht rasat serbije,0,2025-01-12 21:32:02+00:00,"‘Kurti ju thotë zuzᶏrë opozitës’, Panduri “i kërkon llogari” Ramabajës, ndërhyn Mehmetaj: Ky i ka thanë Thaçit, fᶏtkeqësi kombëtare: ”Ndalu Lirim..”",https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/?comment_id=1526522391355025,https://www.facebook.com/dukagjinidebatplus/videos/1570441603835277/,,2,,2,DEBAT_PLUS,,
